Type de bien,Localisation,Annonce,Configuration des pièces,Type de transaction,Salles de bains,Superficie,Prix,Chambres
,Sousse,Bureau à Louer,,À Louer,1,45,500,1
,Ariana,Terrain à borj turki,,False,False,False,150,False
,Sousse,appartement,,À Vendre,1,169,310,3
,Tunis,A louer S+2,S+2,À Louer,1,False,520,2
,Ariana,A louer à nour ja3fer dar mezyana,,À Louer,1,150,,4
,Sousse,appartement,,À Vendre,1,63,210,1
,Médenine,عقار للبيع,,False,False,False,1500,False
,Nabeul,A louer local industriel commercial chowroom ext .....,,À Louer,5,720,,2
,Tunis,étage de villa S+4 au Jardins de Carthage,S+4,À Louer,3,180,2400,4
,Ariana,"🏡 À VENDRE : Maison spacieuse avec grand terrain et studio indépendant – La Soukra, Tunisie",,À Vendre,2,350,,6
,Sfax,terrain clôturé,,False,False,False,230000,False
,La Manouba,s+1 a louer  3 eme etage résidence aziz mannouba,,À Louer,1,50,500,1
,Ben Arous,à vendre Maison à Mhamdia 135 متر,,À Vendre,1,135,120000,4
,Ariana,cabane en bois بيوت خشبية,,À Vendre,1,100,1500,2
,Ariana,للكراء قاعة حلاقة للرجال اريانة (gerance libre),,False,False,False,500,False
,Ben Arous,Location appartement,,False,False,False,400,False
,Sfax,décor boutique,,False,False,False,,False
,Ben Arous,Terrain de 682m² Hammam-Chat,,False,False,False,3,False
,Tunis,appartement s+2,,À Vendre,1,80,105000,2
,Ben Arous,منزل للبيع بالمحمدية ولاية بن عروس,,À Vendre,1,100,100,2
,Sousse,Villa à Narjes Kantaoui,,À Vendre,3,1200,2500000,6
,Sfax,terrain à vendre,,False,False,False,,False
,Ariana,A LOUER APPARTEMENT S+2,S+2,À Louer,1,130,1400,2
,Ariana,dépôt à louer mnihla,,False,False,False,900,False
,Sfax,Terrin bon emplacement pour villa rte gremda et rte bouzaeyn,,False,False,False,111111,False
,Sfax,villa,,À Vendre,3,630,,6
,Sfax,فيلاللبيع,,rent,False,600.0,,6.0
,Tunis,Maison à vendre - KHAZNADAR BARDO,,À Vendre,False,False,189999,False
,Ariana,villa et studio a vendre a ne pas rater,,À Vendre,2,False,269997,6
,Monastir,Appartement a louer a skanes monastir (courte ou longue durée),,À Louer,1,88,100,2
,Tunis,Appartement S1 luxueux meublé pour vos vacances courte durée,,À Louer,1,61,80,1
,Tunis,Appartement  place Barcelone rénové,,À Vendre,1,100,215000,3
,Tunis,Appartement S1 luxueux meublé pour vos vacances courte durée,,À Louer,1,61,80,1
,Nabeul,S+1 AVEC JARDIN location annuelle,S+1,À Louer,1,95,850,1
,Ariana,Terrain commercial à construire sur route principale,,False,False,False,2000,False
,Tunis,loue appt citée olympique Tunis,,À Louer,1,95,1100,2
,Nabeul,"Villa "" Le Petit Prince """,,À Vendre,1,500,300000,2
,Tunis,A louer unS3 meublé au lac 2,,À Louer,2,180,5500,1
,Sousse,Appartement s+2  vue lac/mer.,,À Vendre,1,75,225000,3
,Tunis,Studio à louer à Carthage,,À Louer,1,10,400,1
,Tunis,s+2 à louer à Ain zaghouan nord,,À Louer,2,130,1900,2
,Sousse,للبيع أرض على الطريق مباشرة قريبة من جميع المرافق (مدرسة  مستوصف) بمنطقة أهل جميع القلعة الكبرى مساحتها هكتار بها 60 زيتونة كبار بها الماء و الضوء و الري التكميلي لممارسة انشطة فلاحية  51764930,,False,False,False,170,False
,Sousse,A vendre appartement S+3 vue mer à Corniche Sousse,S+3,À Vendre,1,97,420000,3
,Ben Arous,"""Appartement à louer""",,À Louer,1,104,1100,2
,Ariana,ستيديو للبيع,,À Vendre,1,250,120,1
,Ariana,Villa plain pied jumelée d'une seule coté à BORJ Baccouche,,À Vendre,2,319,450000,4
,Sousse,Appartement S+1,S+1,À Louer,1,60,750,1
,Sousse,a louer appartement jamais habité dans une résidence avec piscine,,À Vendre,2,120,1900,2
,Sousse,Local commercial à vendre,,À Vendre,1,1750,,1
,Nabeul,"À Vendre : Appartement S+2 avec Balcon, à Hammamet el mrezgua",S+2,À Vendre,1,101,330000,3
,Sfax,محل أو معمل للكراء,,À Vendre,1,140,750,1
,Tunis,A louer appartement S+1 centre ville de Tunis pour Jeunes Filles,S+1,À Louer,1,50,430,2
,Sfax,Terrain à vendre,,False,False,False,,False
,Sfax,terrain 8000m2 sidi mansour r+2,,False,False,False,110,False
,Ben Arous,terrain nu à Mégrine coteau -94332726,,False,False,False,449997,False
,Sousse,Appartement S+2 À LOUER,S+2,À Louer,2,160,1250,2
,Gabès,دار للبيع,,À Vendre,False,False,,False
,Nabeul,studio s+0 par mois,,À Louer,1,50,160,1
,Tunis,Un Appartement,,À Vendre,1,93,110000,4
,Ben Arous,Dépôt à Chbedda- 93974850,,À Louer,2,2500,6000,2
,Ben Arous,Appartement mourouj 5,,À Vendre,1,82,120000,3
,Bizerte,"Belle Maison en Triplex à Ras Jebel, Bizerte",,À Louer,1,180,390000,4
,Ben Arous,maison à louer,,À Louer,1,80,420,2
,Tunis,A louer appartement S+2 à Bardo,S+2,À Louer,1,80,940,2
,Ariana,S1 meublé à louer ...Menzah 8,,À Louer,1,60,920,1
,Tunis,A vendre villa de maître  à la Soukra,,À Vendre,False,253,1230000,False
,Tunis,A louer Studio meuble moderne avec terrasse à El Omrane,,À Louer,1,50,1350,1
,Médenine,Villa de luxe avec piscine privée à djerba midoun à 200m de la plage paradisiaque d’Arghir,,À Louer,2,200,200,3
,Tunis,A LOUER UN APPARTEMENT S+2 RDC AU JARDIN L'AOUINA,S+2,À Louer,1,95,1200,2
,Tunis,À vendre un appartement S2 à Carthage Byrsa,,À Vendre,1,128,240000,2
,Ariana,للكراء برطمان في حي راقي قريب من جميع مرافق,,À Louer,2,130,,2
,Tunis,Un S+1 Meuble NEUF,S+1,À Louer,1,65,2000,1
,Sidi Bouzid,Immeuble à louer,,À Louer,9,730,97266176,21
,Monastir,Un immeuble à vendre situé à Monastir,,False,False,False,300000,False
,Tunis,Studio S+0 Cité El wahat,S+0,À Louer,1,0,700,0
,Nabeul,A louer à l’année à Hammamet Barreket Sahel dans un nouveau quartier résidentiel et calme un appartement S+3 avec une belle terrasse et abri de voiture,S+3,À Louer,2,140,1100,3
,Tunis,a loué maison RDC s+2 a jardin de Carthage h standing,,À Louer,1,160,1400,2
,Sousse,Un terrain de superficie 510m² à vendre sittué à kantaoui,,False,False,False,1000,False
,Mahdia,Appartement S+1 direct promoteur -MAHDIA  ZONE TOURISTIQUE,S+1,À Vendre,1,82.11,243000,1
,Ben Arous,عقار للكراء,,À Louer,0,320,,10+
,Tunis,Lilkre.tn - location appartement meublé,,À Louer,1,100,,2
,Sousse,Un terrain de superficie 352m² à vendre situé à Jawhra,,False,False,False,320000,False
,Ben Arous,Duplex S4 Vinose à Vendre à Boumhel,,À Vendre,2,140,175000,4
,Ariana,A vendre un appartement en S+2 de 134m² avec une terrasse de 140m² à Ennaser,S+2,À Vendre,1,134,320000,2
,Nabeul,Un S+2 en cours de construction à Vendre dans une résidence avec piscine à AFH Mrezga Nabeul,S+2,À Vendre,2,98,400000,1
,Ben Arous,location maison,,À Louer,1,120,350,3
,Tunis,A VENDRE UN FOND DE COMMERCE CENTRE DE Beauté AVEC SPA  AU COEUR DE LMANZAH 5,,À Vendre,1,150,3500,4
,Tunis,A VENDRE S+2 – WAHAT – TEL 58258423 – FB.7218,S+2,À Vendre,1,80,250000,2
,Tunis,Appartement au Centre-Ville au 1er Étage,,À Louer,1,False,850,3
,Ben Arous,A vendre appartement s2 rénové au 4 éme étage sans ascenseur a cité Ezahra lycée,,À Vendre,1,90,130000,2
,Sousse,"🛑 A louer
App s+2 bien meublee au rdc d'une petite residence a cote restaurant QG kantaoui
✅ Chauffage centrale
✅ Climatiseurs
✅ Cuisine bien equipee
✅ Prix : 1200 dt
✅ Contact : 28 550 101",,À Louer,1,100,1200,2
,Sousse,A louer appartement meublée  vue mer s+2 à hammam Sousse à cote restaurant le QG,,À Louer,1,100,1300,2
,Sousse,A louer appartement meublée  vue mer s+2 à hammam Sousse à cote restaurant le QG,,À Louer,1,120,1300,2
,Sousse,"🛑A louer 
App s+2 bien meublee au 1er etage a kantaoui dans une petite  residence r+2
✅chauffage centrale et climatisseurs
✅Cuisine bien equipee ✅wifi
✅Netflix
✅prix : 1100 dt
✅Contact : 28 550 101",,À Louer,1,100,1100,2
,Sfax,Etage de villa S+2 à Bouzayen km3.5,S+2,À Louer,1,120,650,2
,Tunis,"un bureau de 295m², Jardin de Carthage",,À Louer,0,295,7000,0
,Ariana,location ennasr2 s+3 meublée longue durée,,À Louer,2,160,2199,2
,Nabeul,A VENDRE  un terrain 21.256.909,,False,False,False,,False
,Ariana,vente ennasr2  penthouse duplex s+4 avenue hedi nouira,,À Vendre,3,300,638999,3
,Ariana,vente triplex très haut standing Soukra chotrana3,,À Vendre,4,280,800000,6
,Tunis,Bureau tout commerce,,À Louer,0,0,,0
,Ariana,vente ennasr1 s+2  3étage sans ascenseur,,À Vendre,1,109,230000,2
,Ariana,Terrain a vendre,,False,False,False,28000,False
,Ariana,vente riadh andalous terrain 400² direct promoteur,,False,False,False,379000,False
,Ariana,vente terrain soukra vallée 317m²,,False,False,False,380000,False
,Ariana,vente ennasr2 s+1 huitiéme étage,,À Vendre,1,55,179000,2
,Ariana,vente ennasr1 terrain  457m² titré,,False,False,False,820000,False
,Nabeul,1000 m2 vue sur mer Hammamet Nord,,False,False,False,225000,False
,Tunis,A louer appartement s+1 richement meublée avec abri de voiture a jardin de l'aouina,,À Louer,1,69,950,1
,Tunis,A LOUER S+2 – AIN ZAGHOUAN MEUBLE – 58258514 – FB.7219,S+2,À Louer,1,80,1551,2
,Tunis,Etage de villa Gammarth,,À Louer,2,250,,4
,Tunis,A VENDRE S+2 – WAHAT – TEL  56306032 – FB.7218,S+2,À Louer,1,80,250000,3
,Béja,S+3,S+3,False,1,False,750,3
,Sfax,Fond commerce a vendre,,À Vendre,False,False,28,False
,Tunis,A vendre un S2 neuf aux jardins de carthage,,À Vendre,2,109,724000,2
,Ariana,A vendre un appartement en S+1 de 60m² à Ennasr,S+1,À Vendre,1,60,190000,1
,Tunis,A VENDRE S+1 – CITE EL WAHAT – 58713586 – FB.7099,S+1,À Vendre,1,65,227000,1
,Tunis,A Louer appartement S+3 haut standing avec ppkss à Ain Zaghouan,S+3,À Louer,2,140,1500,3
,Sousse,Un terrain R+7 à vendre situé à sahloul Yeser Arafet,,False,False,False,3500000000,False
,Sousse,appartement non meublé,,À Louer,1,100,400,2
,Nabeul,Deux maisons à vendre à Mz Tamim,,À Vendre,3,90,250,4
,Tunis,Appartement S1 luxueux meublé pour vos vacances courte durée,,À Louer,1,61,80,1
,Sfax,A vendre une villa avec deux étages route Mahdia KM 5,,À Vendre,2,800,450000,9
,Mahdia,appartement s2/S3 (maison a vendre),,À Vendre,1,83,170,2
,Tunis,A louer s2 a ain zaghouen nord,,À Louer,2,120,1700,2
,Ariana,A vendre un S+1 à Jardins Menzah 2,S+1,À Vendre,1,40,185000,1
,Nabeul,Av maison arabe 255m pas loin de Hammamet 99202001,,À Vendre,2,255,95000,3
,Ariana,A vendre appartement S2 à la Nouvelle Soukra,,À Louer,1,80,409000,1
,Tunis,A louer un étage de villa S4 aux Jardins de Carthage,,À Louer,2,200,2400,4
,Ariana,S+3 en vente,S+3,À Vendre,2,150,450000,2
,Mahdia,𝘼 𝙑𝙚𝙣𝙙𝙧𝙚 𝘿𝙚𝙨 𝘼𝙥𝙥𝙖𝙧𝙩𝙚𝙢𝙚𝙣𝙩𝙨 𝙎+3 𝘿𝙞𝙧𝙚𝙘𝙩𝙚𝙢𝙚𝙣𝙩 𝙋𝙧𝙤𝙢𝙤𝙩𝙚𝙪𝙧,,À Vendre,1,120,240000,3
,Mahdia,𝒂̀ 𝒍𝒐𝒖𝒆𝒓 𝒔+1 𝒓𝒛 𝒍𝒆𝒔 𝒋𝒂𝒓𝒅𝒊𝒏𝒔 𝒑𝒐𝒖𝒓 𝒍'𝒂𝒏𝒏𝒆́𝒆 𝒔𝒄𝒐𝒍𝒂𝒊𝒓𝒆 𝒂̀ 𝒎𝒂𝒉𝒅𝒊𝒂,,À Louer,1,65,550,1
,Ariana,S+2 meublé,S+2,À Louer,1,False,1300,2
,Monastir,𝒂̀ 𝒗𝒆𝒏𝒅𝒓𝒆 𝒔+2 𝒏𝒆𝒖𝒇 𝒆𝒕 𝒗𝒖𝒆 𝒔𝒖𝒓 𝒎𝒆𝒓 𝒂̀ 𝒃𝒂𝒈𝒉𝒅𝒆𝒅𝒊 𝒑𝒍𝒂𝒈𝒆,,À Vendre,1,75.4,259000,2
,Mahdia,𝒔+1 𝒂̀ 𝒍'𝒂𝒏𝒏𝒆́𝒆 𝒑𝒍𝒆𝒊𝒏 𝒛𝒐𝒏𝒆 𝒕𝒐𝒖𝒓𝒊𝒔𝒕𝒊𝒒𝒖e,,À Louer,1,65,650,1
,Mahdia,𝑨̀ 𝑽𝒆𝒏𝒅𝒓𝒆 𝑨𝒑𝒑𝒂𝒓𝒕𝒆𝒎𝒆𝒏𝒕 𝑺+3 𝒂𝒗𝒆𝒄 𝒑𝒂𝒓𝒌𝒊𝒏𝒈 𝒑𝒓𝒐𝒄𝒉𝒆 𝒅𝒆 𝒍𝒂 𝒑𝒍𝒂𝒈𝒆 𝒂̀ 𝒎𝒂𝒉𝒅𝒊𝒂,,À Vendre,1,157,,3
,Mahdia,𝒂̀ 𝒍𝒐𝒖𝒆𝒓 𝒂𝒑𝒑𝒂𝒓𝒕𝒆𝒎𝒆𝒏𝒕 𝒔+2 𝒓𝒛 𝒍'𝒆𝒔𝒑𝒂𝒅𝒐𝒏 𝒗𝒖𝒆 𝒎𝒆𝒓,,À Louer,1,124,1200,2
,Mahdia,𝒔𝒕𝒖𝒅𝒊𝒐 𝒂̀ 𝒍𝒐𝒖𝒆𝒓 𝒑𝒓𝒐𝒄𝒉𝒆 𝒅𝒆 𝒍’𝒉𝒐̂𝒑𝒊𝒕𝒂𝒍 𝒂̀ 𝒎𝒂𝒉𝒅𝒊𝒂,,À Louer,1,65,550,1
,Nabeul,location annuelle : 1ér étage de villa S+2 Vide dans un endroit calme et sécurisé à AFH2 Mrezga Nabeul,S+2,À Louer,2,120,950,2
,Ariana,A LOUER UN APPARTEMENT S+1 A ARIANA SOGHRA,S+1,À Louer,1,74,750,-1
,Nabeul,dar arbi en bon état,,À Vendre,1,230,185000,4
,Ben Arous,A louer villa s+5 avec piscine à Boumhel bel air a,,À Louer,2,520,4200,5
,Ben Arous,A louer appartement s3 à Boumhel Bassatine,,À Louer,1,120,1000,3
,Nabeul,location annuelle : 2éme étage de villa S+2 Vide dans un endroit calme et sécurisé à AFH2 Mrezga Nabeul,S+2,À Louer,2,120,850,2
,Tunis,A louer un appartement S3 avec un jardin  au Lac 2,,À Louer,2,280,2500,3
,Tunis,A louer un studio meublé à Sidi Bousaid,,À Louer,1,40,1600,1
,Nabeul,Deux garages A Louer superficie 50 m2 X 2,,À Louer,2,100,,1
,Tunis,Appartement S+3 meublé au lac 2,S+3,À Louer,1,280,2500,3
,Nabeul,Terrain à 50 mètres plage Ain Grinz Kelibia,,False,False,False,140000,False
,Sousse,S+2 meublé à cité la caserne,S+2,À Louer,1,100,1800,2
,Ben Arous,Terrain De Villa Allées à Vendre à Borj Cedria,,False,False,False,335000,False
,Ariana,Villa plain-pieds de 550 m² à la Nouvelle Ariana,,À Vendre,3,550,790000,6
,Monastir,s+3 a vendre a ksar hellal Independent,,À Vendre,1,145,198000,3
,Nabeul,ارض مطلة على البحر في سيدي منصور قليبية مع شهادة ملكية,,False,False,False,160000,False
,Nabeul,تقسيم في قليبية بسوم خيالي مع امكانية التقسيط,,False,False,False,25000,False
,Médenine,joili appartement sur la corniche,,À Louer,1,50,60,1
,Sfax,A louer local commercial 520 M2 À Sfax   للكراء2 محلات تجارية,,À Louer,1,520,,1
,Sfax,A louer local commercial 300 M2 à Sfax,,À Louer,1,300,,1
,Ben Arous,lot AFH mhamdia (lahneya 1),,False,False,False,600,False
,Nabeul,قطعة أرض تعمل الكيف للبيع في قليبية البيضاء على الطريق مباشرة تبعد 2 دقائق على بحر قليبية البيضاء,,False,False,False,140000,False
,Sfax,vente local commercial,,À Vendre,1,1,100000000,1
,La Manouba,A louer un S+1 meublé a Manouba,S+1,À Louer,1,65,650,1
,Tunis,Vente appartement,,À Vendre,1,100,,3
,Tunis,appartements a louer,,À Louer,1,1,550,3
,Monastir,Terrain  industriel à vendre🔥 :,,False,False,False,,False
,Monastir,A Louer💡,,À Louer,1,110,,2
,La Manouba,Salon,,False,False,False,420,False
,Nabeul,S+2 dans une  Résidence avec piscine,S+2,À Vendre,1,95,1100,2
,Ariana,deux garages a louer,,rent,0.0,40.0,,1.0
,Ariana,Immeuble en R+2 - 450m² - Charguia 1- IFCCC147,,À Louer,0,450,16667,10+
,Tunis,STUDIO S+1  Kram EST,S+1,À Louer,1,60,,1
,Tunis,local commercial Benoite à Louer à L'Aouina,,À Louer,1,110,4500,1
,Tunis,🌟🏠MANAR 1 ; 𝐚̀ 𝐥𝐨𝐮𝐞𝐫 𝐕𝐈𝐋𝐋𝐀 𝐒+5 Bien située🌟🏠,,À Louer,3,420,,5
,Tunis,"S1 Murier à Louer à Cité Les Palmeraies, Aouina",,À Louer,1,62,950,1
,La Manouba,A louer un Appartement S+1 haut standing situé la Manouba,S+1,À Louer,1,70,650,1
,La Manouba,أرض 280 متر في واد الليل طريق سيدي ثابت للبيع,,False,False,False,207,False
,Ariana,La Soukra villa 545 m² à vendre,,À Vendre,2,545,780000,4
,Nabeul,AV villa s+5 avec piscine à hammamet sud 99202001,,À Vendre,2,1000,650000,7
,Ariana,Etage Solène à Louer à La Soukra Valley,,À Louer,1,217,1500,4
,Ariana,Un luxueux S1 meublé neuf à Ennasr 2,,À Louer,1,60,1500,1
,Jendouba,Terrain a Tabarka,,False,False,False,20000,False
,Nabeul,Maison avec piscine en cours de construction à kelibia,,À Vendre,1,269,400000,3
,Tunis,Un luxueux S3 à menzah 9c,,À Louer,2,150,2200,3
,Ariana,A louer étage de villa S+4,S+4,À Louer,2,150,1198,5
,Tunis,S4 Ilyan à Louer à Cité les palmeraies,,À Louer,1,209,2200,4
,Ben Arous,à louer studio s+1   Mourouj 5,,À Louer,1,60,350,1
,Tunis,Local Nectarin à louer à la Marsa,,À Louer,2,380,7800,4
,Tunis,Beau duplexe a louer,,À Louer,2,160,3500,4
,Tunis,S2 Charlotte Meublé à Louer à l'Aouina,,À Louer,1,125,1300,2
,Ariana,"Maison Spacieuse à Borj Louzir, Ariana",,À Louer,2,130,800,4
,Nabeul,Un appartement S+2 richement meublée dans une résidence avec piscine à AFH2 Mrezga Nabeul.,S+2,À Louer,2,106,900,2
,Nabeul,Av 4 appartements pas loin de la mer99958728,,À Vendre,2,117,520000,3
,Nabeul,A Louer  s+3 à Yasmine Hammamet,,À Louer,2,180,1600,2
,Nabeul,S+1 meublé à Hammamet Centre,S+1,À Louer,1,55,950,1
,Nabeul,S+2 à Hammamet Centre,S+2,À Louer,1,90,1500,2
,Nabeul,S+2 meublé de 120m²,S+2,À Louer,2,120,1500,1
,Tunis,Appart S2 Aylu à Louer à Ain Zaghouan Sud,,À Louer,1,95,1200,2
,Nabeul,Maison S+2 à Hammamet Nord,S+2,À Louer,1,75,2600,1
,Tunis,Appart S2 Nuyo à Louer à Ain Zaghouan Nord,,À Louer,1,95,1700,2
,Sousse,s+2 avec place de parking,,À Vendre,1,100,165000,2
,Tunis,Appart S2 Linoy meublé à Louer à Ain Zaghouan,,À Louer,1,130,2100,2
,Tunis,Appart S1 Syly à Louer à Ain Zaghouan Nord,,À Louer,1,70,1500,1
,Tunis,Appart S1 Louna meublé à Louer à Ain Zaghouan,,À Louer,1,140,2000,1
,Ariana,"Appart S1 Moré à Louer à Chotrana 3, La Soukra",,À Louer,1,90,1200,1
,Ariana,Dépôt a louer,,False,1,285,1600,1
,Nabeul,Bureau,,False,False,False,,False
,Tunis,A LOUER – S+1– CITE EL WAHAT – TEL 58258514 – FB.7217,S+1,À Louer,1,65,900,1
,Tunis,A LOUER – S+2 – JARDINS EL AOUINA – TEL 52026677 – FB.7216,S+2,À Louer,1,95,1200,2
,Tunis,A louer un  appartement S+1 meublé à Ain Zaghouan,S+1,À Louer,1,False,1350,2
,Sfax,Terrain titré,,False,False,False,157000,False
,Sfax,Appartement Meublé à louer  au Centre Ville,,À Louer,1,130,,2
,Tunis,A LOUER STUDIO S+1,S+1,À Louer,1,60,398,1
,Tunis,Offre de vente une construction inachevée  à ksar said 2,,À Vendre,1,300,260000,2
,Tunis,A LOUER - OPEN SPACE - EL AOUINA - 50362627 - FB.1489,,À Louer,0,300,3000,1
,Ben Arous,Lot de terrain 253m2 au centre ville,,False,False,False,390,False
,Ariana,A louer S+2 meublé à Borj baccouche Ariana,S+2,À Louer,2,110,2000,2
,Tunis,À louer s+2,,À Louer,1,80,1600,2
,Nabeul,av maison 230m pas loin de hammamet yasmine,,À Vendre,2,230,180000,3
,Ariana,À louer une magnifique villa jumelée À la Soukra,,À Louer,1,394,4200,5
,Bizerte,maison meublé pour hommes seulement pas de familles,,À Louer,1,60,,3
,Nabeul,av 3 garages sur la route à hammamet sud 99958728,,À Vendre,2,290,210000,2
,Nabeul,Terrain 300 m² route principale ceinture Kelibia,,False,False,False,120000,False
,Tunis,Luxueux S+1 Richement Meublé à Menzah 9C,S+1,À Louer,1,60,1400,1
,Tunis,Une maison a vendre,,À Vendre,1,140,,4
,Nabeul,Av terrain 2800m avec oliviers à Hammamet sud❌99958728❌,,False,False,False,90000,False
,Tunis,A VENDRE S+3 – EL AOUINA – TEL 56306032 – FB.7215,S+3,À Vendre,1,132,320000,3
,Tunis,تجهيزات دروس دعم للبيع,,À Vendre,False,False,20000,False
,Nabeul,𝘼 𝙫𝙚𝙣𝙙𝙧𝙚 Un bel appartement S 2 à Hammamet centre,,À Vendre,1,117.76,,2
,Tunis,studio meublé,,À Louer,1,40,650,1
,Tunis,A VENDRE - S+2 - CITE EL WAHAT - 50362627 - FB.6460,S+2,À Louer,1,102,280000,2
,Tunis,A louer appartement s1 haut standing a cité el wahatt,,À Louer,1,60,870,1
,Ariana,bibliothèque,,False,False,False,140,False
,Tunis,A louer appartement s1 haut standing a cité el wahatt,,À Louer,1,60,870,1
,Sousse,A louer S+2 tout neuf à Khzama Ouest,S+2,À Louer,0,120,1200,2
,Sousse,Bel Appartement à chot mariem,,À Vendre,0,71,350000,1
,Tunis,S+1 à Nouvelle soukra,S+1,À Louer,1,60,1100,1
,Nabeul,Av villa de 700m avec piscine à Hammamet sud❌99202001❌,,À Vendre,2,700,580000,3
,Tunis,A LOUER S+1 – AOUINA – 51004658 – FB.7134,S+1,À Louer,1,60,1050,1
,Tunis,A LOUER S+1 MEUBLE – JARDINS AOUINA – 51004658 – FB.7116,S+1,À Louer,1,60,1080,1
,Tunis,A LOUER S+1 – AOUINA – 51004658 – FB.6841,S+1,À Louer,1,60,1050,1
,Tunis,A LOUER S+2 – EL WAHAT – TEL 51004658 – FB.7111,S+2,À Louer,1,110,1150,2
,Tunis,A LOUER BUREAU H+2 – LAC 1 – TEL 51004658 – FB.7031,,À Louer,2,170,2830,3
,Tunis,A VENDRE S+3 – WAHAT – TEL 51004658 – FB.7008,S+3,À Louer,2,139,350000,3
,Tunis,A LOUER S+1 – WAHAT – 51004658 – FB.7044,S+1,À Louer,1,60,1400,1
,Ben Arous,À louer s+2,,À Louer,1,0,1100,2
,Ben Arous,villa HS,,À Vendre,4,277,1233,12
,Ben Arous,A vendre maison S+3,S+3,À Vendre,2,256,,4
,Ben Arous,Vente coquet appartement S+2 à Boumhel Bassatine,S+2,À Vendre,2,116,260000,2
,Ben Arous,A Vendre en exclusivité : Villa S+4 avec Jardin arboré,S+4,À Vendre,2,363,,4
,Ben Arous,Vente Coquet appartement S+3 à médina Jadida 3,S+3,À Vendre,1,156,,3
,Ben Arous,"local commercial pour collège, école , administration",,À Louer,5,900,,10
,Ben Arous,Vente appartement S+2 à Médina Jadida 3,S+2,À Vendre,1,79,135000,2
,Tunis,Appart S1 Arash à Vendre à Ain Zaghoun Nord,,À Vendre,1,85,400000,1
,Tunis,A LOUER – S+2 – BORJ LOUZIR – TEL 52156061 – FB.7214,S+2,False,1,80,880,1
,Tunis,Appartement S+1 à ne pas rater,S+1,À Vendre,1,False,175000,1
,Ariana,S+1/2/3 luxueux meublés par nuitée,S+1,À Louer,2,100,70,2
,Ariana,فرصة منزل للبيع بالتضامن,,À Vendre,1,100,120,4
,Bizerte,Maison indépendante,,À Louer,01,160,1000,3
,Tunis,S0 Fredzia à Vendre à Ain Zaghouan Nord,,À Louer,1,43,250000,1
